ID,loc,title,bedroom,bathroom,parking_space,price
1748,Bauchi,Cottage,4.0,2.0,4.0,995129.3877
1513,Kano,Apartment,7.0,4.0,1.0,2041288.659
11936,Kano,Townhouse,7.0,2.0,3.0,2548247.521
2893,Borno,Detached duplex,5.0,6.0,5.0,2101308.994
11084,Imo,Detached duplex,3.0,2.0,3.0,1908271.142
2422,Enugu,Bungalow,1.0,2.0,2.0,1140146.74
6704,Sokoto,Flat,5.0,2.0,5.0,1512091.12
2829,Bauchi,Apartment,5.0,1.0,1.0,1226092.601
10759,Bayelsa,Townhouse,4.0,1.0,5.0,2819741.309
2973,Ebonyi,Cottage,3.0,2.0,2.0,825788.3457
2864,Adamawa,Bungalow,4.0,3.0,1.0,1262173.501
5973,Kwara,Townhouse,4.0,5.0,1.0,1602688.696
978,Kano,Detached duplex,4.0,1.0,1.0,1544339.837
12421,Enugu,Detached duplex,3.0,5.0,1.0,2111301.995
643,Oyo,Detached duplex,3.0,1.0,3.0,1912174.238
9681,Nasarawa,Semi-detached duplex,7.0,7.0,2.0,2583282.978
12300,Delta,Townhouse,2.0,3.0,6.0,2099495.621
2942,Abia,Semi-detached duplex,5.0,1.0,3.0,1494055.028
12045,Kebbi,Detached duplex,7.0,1.0,2.0,2261824.962
4475,Niger,Flat,6.0,7.0,5.0,2045336.733
1184,Bayelsa,Detached duplex,5.0,2.0,1.0,2975286.76
270,Imo,Mansion,2.0,2.0,3.0,3962526.781
2104,Plateau,Bungalow,3.0,1.0,1.0,1106026.501
1585,Adamawa,Penthouse,4.0,3.0,4.0,2250837.734
8033,Sokoto,Semi-detached duplex,4.0,2.0,4.0,1847249.26
10620,Edo,Townhouse,1.0,5.0,2.0,1518814.227
11170,Kaduna,Bungalow,2.0,3.0,5.0,1296340.274
790,Cross River,Detached duplex,1.0,1.0,1.0,1600913.014
5635,Kano,Semi-detached duplex,2.0,2.0,6.0,1546684.308
6148,Edo,Penthouse,9.0,2.0,4.0,4098671.299
4981,Borno,Mansion,4.0,1.0,3.0,2652636.49
3409,Bayelsa,Terrace duplex,5.0,3.0,3.0,3012354.35
3899,Oyo,Cottage,2.0,2.0,2.0,1439811.488
1266,Yobe,Bungalow,4.0,2.0,1.0,1148443.643
1104,Imo,Cottage,5.0,1.0,3.0,1315714.439
1578,Sokoto,Cottage,1.0,2.0,1.0,918084.0572
7812,Taraba,Terrace duplex,7.0,7.0,3.0,2462479.358
3947,Imo,Flat,1.0,7.0,2.0,1183529.452
6350,Plateau,Semi-detached duplex,2.0,5.0,3.0,1321734.83
4583,Ebonyi,Mansion,4.0,5.0,2.0,2826488.626
2759,Katsina,Semi-detached duplex,5.0,1.0,3.0,1608694.877
1330,Ogun,Penthouse,4.0,1.0,3.0,3181753.145
2957,Kebbi,Terrace duplex,2.0,1.0,1.0,782147.4006
4611,Bauchi,Mansion,4.0,2.0,5.0,3335498.484
4675,Sokoto,Penthouse,4.0,5.0,6.0,2387821.051
1116,Cross River,Apartment,3.0,2.0,2.0,1508064.044
8447,Zamfara,Townhouse,2.0,7.0,2.0,1335064.017
2030,Imo,Cottage,3.0,1.0,2.0,1370122.589
923,Ebonyi,Townhouse,4.0,2.0,1.0,1496543.791
3038,Bayelsa,Flat,9.0,2.0,3.0,3889499.429
639,Plateau,Apartment,5.0,2.0,1.0,1421985.676
2966,Katsina,Bungalow,2.0,3.0,5.0,1171040.864
236,Yobe,Mansion,3.0,2.0,3.0,1443294.265
11505,Zamfara,Apartment,9.0,7.0,4.0,2207859.647
3172,Zamfara,Penthouse,2.0,1.0,3.0,1646286.458
11824,Oyo,Bungalow,7.0,3.0,4.0,2454877.331
4899,Edo,Apartment,5.0,2.0,2.0,1710959.668
131,Benue,Apartment,4.0,2.0,3.0,1317716.459
1396,Taraba,Terrace duplex,7.0,4.0,4.0,2309911.587
5028,Sokoto,Semi-detached duplex,8.0,6.0,3.0,2401594.807
2635,Niger,Penthouse,1.0,2.0,4.0,1631871.432
439,Plateau,Townhouse,3.0,2.0,2.0,1388887.719
3081,Gombe,Flat,1.0,2.0,3.0,917258.5986
12627,Adamawa,Townhouse,9.0,3.0,1.0,2818560.471
78,Kano,Apartment,5.0,2.0,3.0,1501422.708
8397,Jigawa,Terrace duplex,8.0,3.0,1.0,2329953.721
2851,Benue,Flat,1.0,1.0,4.0,963806.2752
735,Plateau,Detached duplex,6.0,2.0,2.0,2306057.332
2371,Yobe,Apartment,2.0,1.0,3.0,845249.2477
2709,Gombe,Mansion,2.0,5.0,4.0,2668038.805
759,Jigawa,Apartment,4.0,2.0,4.0,968202.9269
542,Plateau,Bungalow,4.0,2.0,4.0,2460301.067
1726,Rivers,Bungalow,3.0,3.0,1.0,1907773.564
5845,Oyo,Penthouse,5.0,2.0,1.0,2818822.136
1866,Kebbi,Flat,4.0,5.0,6.0,1461552.711
8061,Adamawa,Flat,4.0,2.0,3.0,1279094.952
10306,Adamawa,Penthouse,1.0,5.0,1.0,1542947.248
12814,Cross River,Mansion,9.0,5.0,3.0,6434628.82
12789,Ebonyi,Mansion,3.0,2.0,1.0,2436141.898
1793,Edo,Terrace duplex,7.0,7.0,3.0,2827058.382
424,Yobe,Semi-detached duplex,3.0,2.0,4.0,1273394.829
776,Rivers,Mansion,4.0,6.0,3.0,5156440.435
8459,Cross River,Apartment,7.0,7.0,5.0,2563100.665
11864,Borno,Semi-detached duplex,4.0,2.0,4.0,2195280.757
1108,Enugu,Detached duplex,5.0,4.0,5.0,2704185.255
9565,Enugu,Flat,8.0,1.0,2.0,2544365.976
2326,Edo,Apartment,4.0,2.0,3.0,1789992.008
1084,Yobe,Townhouse,2.0,2.0,1.0,1076665.81
487,Lagos,Cottage,4.0,1.0,2.0,4639239.258
1426,Ondo,Detached duplex,4.0,2.0,4.0,1725451.58
8233,Katsina,Townhouse,6.0,2.0,3.0,2172147.534
771,Ogun,Terrace duplex,3.0,3.0,2.0,1860106.085
11962,Ondo,Flat,8.0,5.0,1.0,2674964.463
3997,Abia,Penthouse,4.0,1.0,4.0,1859562.346
9845,Bauchi,Semi-detached duplex,7.0,3.0,1.0,2010453.258
12595,Taraba,Flat,4.0,1.0,5.0,1857387.618
829,Ebonyi,Bungalow,1.0,2.0,3.0,756828.2421
6780,Bauchi,Penthouse,4.0,2.0,2.0,1432929.565
3070,Niger,Mansion,4.0,4.0,3.0,2692540.224
3812,Taraba,Terrace duplex,2.0,5.0,1.0,1274888.436
6415,Yobe,Apartment,8.0,6.0,3.0,1989233.368
6197,Kogi,Mansion,6.0,7.0,3.0,4006973.515
522,Yobe,Detached duplex,7.0,5.0,6.0,2512775.047
3318,Ekiti,Detached duplex,1.0,2.0,5.0,1455576.39
5419,Delta,Detached duplex,2.0,3.0,1.0,2079276.01
7057,Nasarawa,Mansion,6.0,7.0,6.0,4606389.731
5229,Katsina,Bungalow,8.0,2.0,3.0,2260692.663
2966,Gombe,Townhouse,5.0,1.0,3.0,1145973.073
1109,Ebonyi,Townhouse,2.0,2.0,2.0,1170412.549
971,Bauchi,Terrace duplex,5.0,3.0,5.0,1676519.625
705,Imo,Apartment,4.0,1.0,2.0,1341175.003
9027,Abia,Terrace duplex,5.0,5.0,6.0,1789521.127
307,Kogi,Semi-detached duplex,4.0,1.0,4.0,925807.899
2742,Enugu,Penthouse,4.0,1.0,2.0,1911132.787
447,Niger,Semi-detached duplex,9.0,2.0,6.0,2740978.251
8013,Osun,Apartment,7.0,2.0,5.0,2030763.644
7714,Jigawa,Flat,6.0,5.0,1.0,1730324.734
5070,Zamfara,Detached duplex,7.0,2.0,4.0,2462675.431
1366,Katsina,Semi-detached duplex,1.0,4.0,2.0,1077808.075
2170,Rivers,Bungalow,4.0,2.0,2.0,1962740.464
130,Kogi,Penthouse,4.0,2.0,4.0,1617066.777
2126,Plateau,Flat,3.0,2.0,1.0,1213212.867
7500,Osun,Terrace duplex,9.0,4.0,3.0,2935245.457
10952,Imo,Semi-detached duplex,6.0,1.0,3.0,2152819.286
131,Anambra,Detached duplex,4.0,5.0,3.0,2432798.924
2338,Ondo,Bungalow,4.0,1.0,2.0,1656744.15
385,Kogi,Semi-detached duplex,4.0,2.0,2.0,992243.2655
3414,Kano,Mansion,5.0,1.0,2.0,4991043.16
1869,Yobe,Penthouse,3.0,1.0,4.0,1735239.617
2992,Bauchi,Flat,4.0,5.0,1.0,1370462.5
3177,Kebbi,Flat,1.0,1.0,2.0,586324.1395
1539,Lagos,Terrace duplex,4.0,2.0,4.0,4932349.689
2558,Imo,Penthouse,2.0,2.0,1.0,1906850.361
5936,Zamfara,Penthouse,5.0,5.0,2.0,2269403.777
6769,Lagos,Bungalow,9.0,5.0,3.0,4403066.165
2266,Ogun,Terrace duplex,9.0,4.0,1.0,3329424.34
1254,Ogun,Townhouse,9.0,3.0,4.0,3656035.061
1670,Cross River,Mansion,3.0,6.0,5.0,4163990.446
7163,Ekiti,Bungalow,5.0,3.0,3.0,1770600.39
2320,Abia,Semi-detached duplex,6.0,2.0,5.0,1960250.763
681,Ekiti,Apartment,2.0,1.0,3.0,1110509.922
8333,Nasarawa,Penthouse,6.0,1.0,4.0,2904683.431
8624,Niger,Terrace duplex,4.0,1.0,3.0,2600227.742
5655,Cross River,Apartment,8.0,2.0,3.0,2653296.748
12229,Jigawa,Flat,7.0,3.0,1.0,1859604.596
2115,Ogun,Terrace duplex,4.0,3.0,4.0,2110659.228
6794,Adamawa,Terrace duplex,4.0,5.0,1.0,2483584.913
5490,Jigawa,Apartment,9.0,2.0,3.0,2167935.769
9009,Taraba,Terrace duplex,6.0,1.0,2.0,1950945.726
656,Adamawa,Detached duplex,5.0,1.0,4.0,2094174.095
8242,Abia,Penthouse,9.0,6.0,3.0,3367912.17
9876,Nasarawa,Penthouse,4.0,6.0,6.0,2737239.837
8167,Osun,Bungalow,8.0,3.0,6.0,2494979.521
2265,Imo,Townhouse,3.0,2.0,3.0,1680531.238
9379,Kano,Bungalow,6.0,6.0,1.0,2103724.824
9948,Adamawa,Detached duplex,5.0,2.0,5.0,2381232.48
2461,Bayelsa,Mansion,1.0,2.0,3.0,5369545.008
2837,Niger,Semi-detached duplex,3.0,2.0,3.0,1314159.254
5952,Kebbi,Apartment,9.0,2.0,4.0,2135910.376
2918,Ondo,Flat,5.0,2.0,3.0,1818612.872
1727,Bayelsa,Terrace duplex,6.0,3.0,4.0,3209403.3
2921,Zamfara,Flat,6.0,5.0,2.0,1748542.776
11380,Ogun,Flat,6.0,2.0,2.0,2435272.349
9390,Abia,Penthouse,4.0,2.0,6.0,2071566.897
3128,Niger,Townhouse,5.0,6.0,3.0,2139879.169
3269,Gombe,Bungalow,5.0,1.0,1.0,1464778.754
1556,Kebbi,Bungalow,1.0,1.0,3.0,580144.5733
4440,Ondo,Flat,2.0,2.0,6.0,1372873.392
7555,Ebonyi,Townhouse,5.0,3.0,6.0,1870572.994
9148,Delta,Mansion,1.0,6.0,3.0,3559511.356
7921,Enugu,Flat,1.0,7.0,5.0,1385371.044
414,Kebbi,Mansion,1.0,1.0,3.0,737655.0419
8785,Benue,Townhouse,7.0,4.0,1.0,2415956.072
9136,Bauchi,Bungalow,3.0,3.0,3.0,1232069.776
704,Lagos,Detached duplex,1.0,1.0,5.0,2595982.735
3393,Jigawa,Detached duplex,5.0,1.0,3.0,1719637.0
10343,Bayelsa,Bungalow,5.0,3.0,5.0,2800109.91
9683,Imo,Bungalow,7.0,2.0,1.0,2169161.078
1863,Plateau,Detached duplex,2.0,1.0,1.0,1303980.777
3728,Rivers,Townhouse,4.0,1.0,2.0,1965148.397
1907,Bayelsa,Semi-detached duplex,4.0,7.0,5.0,3778736.804
1162,Sokoto,Penthouse,1.0,1.0,4.0,1399831.572
6543,Bauchi,Mansion,4.0,4.0,4.0,2847927.368
3630,Ekiti,Terrace duplex,4.0,1.0,1.0,1670568.186
2389,Borno,Townhouse,4.0,6.0,1.0,1859494.902
708,Oyo,Flat,2.0,2.0,3.0,1367439.911
10459,Imo,Semi-detached duplex,8.0,4.0,3.0,2738294.681
3547,Yobe,Bungalow,4.0,4.0,2.0,1361271.296
1733,Akwa Ibom,Bungalow,1.0,1.0,1.0,1223377.841
1997,Ebonyi,Semi-detached duplex,3.0,2.0,2.0,1181645.57
815,Adamawa,Detached duplex,2.0,1.0,4.0,1464686.136
4142,Plateau,Townhouse,6.0,6.0,6.0,2406849.12
1517,Niger,Townhouse,5.0,2.0,4.0,1890850.37
4217,Zamfara,Bungalow,9.0,2.0,2.0,2225274.651
3991,Niger,Semi-detached duplex,4.0,2.0,3.0,1517691.387
4705,Gombe,Semi-detached duplex,1.0,1.0,3.0,1042356.289
2800,Jigawa,Apartment,1.0,1.0,3.0,698708.1801
469,Anambra,Apartment,4.0,2.0,2.0,1128287.872
1233,Niger,Semi-detached duplex,2.0,1.0,3.0,1198026.399
10858,Adamawa,Penthouse,5.0,6.0,3.0,2716506.044
9789,Jigawa,Detached duplex,4.0,2.0,6.0,1323393.639
1209,Zamfara,Mansion,1.0,1.0,4.0,1085264.603
2175,Anambra,Townhouse,3.0,1.0,3.0,1726729.611
5066,Borno,Detached duplex,2.0,1.0,4.0,1277087.223
2194,Sokoto,Apartment,3.0,2.0,2.0,974655.3815
5862,Kogi,Apartment,9.0,5.0,3.0,2380374.558
3043,Zamfara,Townhouse,1.0,2.0,3.0,1106837.823
11531,Niger,Terrace duplex,1.0,1.0,2.0,972086.6977
5557,Ebonyi,Townhouse,5.0,1.0,6.0,1802049.879
5723,Zamfara,Terrace duplex,2.0,6.0,2.0,1186178.746
1491,Adamawa,Townhouse,4.0,2.0,2.0,1639809.052
637,Bauchi,Penthouse,1.0,1.0,4.0,1389710.659
9469,Niger,Bungalow,5.0,3.0,3.0,1811076.828
1752,Oyo,Penthouse,5.0,2.0,1.0,2882365.029
2290,Jigawa,Terrace duplex,1.0,2.0,1.0,848986.9172
6186,Enugu,Detached duplex,4.0,5.0,1.0,1627945.106
7586,Gombe,Terrace duplex,8.0,7.0,1.0,2554065.831
8658,Plateau,Terrace duplex,3.0,6.0,4.0,1572568.533
2078,Ogun,Flat,4.0,2.0,4.0,1931384.445
3209,Kaduna,Semi-detached duplex,5.0,1.0,1.0,1580559.225
2151,Rivers,Mansion,6.0,4.0,3.0,5806920.14
5348,Niger,Terrace duplex,1.0,2.0,2.0,1007327.157
4928,Kaduna,Detached duplex,9.0,4.0,2.0,3084958.701
9296,Imo,Apartment,3.0,4.0,5.0,1365620.282
4202,Ogun,Terrace duplex,5.0,3.0,2.0,2236113.778
3122,Taraba,Mansion,9.0,2.0,2.0,4620293.291
12782,Cross River,Bungalow,7.0,2.0,4.0,2592011.861
2923,Bayelsa,Mansion,8.0,6.0,5.0,7600875.742
2997,Taraba,Townhouse,4.0,1.0,3.0,1569760.047
2433,Zamfara,Mansion,5.0,4.0,4.0,3133638.278
7460,Ogun,Bungalow,5.0,7.0,3.0,2266719.072
12529,Kwara,Semi-detached duplex,2.0,1.0,2.0,1157349.797
1228,Edo,Semi-detached duplex,2.0,2.0,3.0,1454509.005
11142,Katsina,Semi-detached duplex,4.0,1.0,1.0,1133926.599
8971,Benue,Mansion,4.0,3.0,3.0,3081928.361
2344,Lagos,Mansion,4.0,2.0,3.0,6320365.17
8954,Adamawa,Apartment,5.0,4.0,3.0,1594318.858
9426,Zamfara,Semi-detached duplex,5.0,2.0,3.0,1728035.235
5068,Kogi,Detached duplex,6.0,5.0,5.0,2521157.405
2097,Edo,Apartment,4.0,1.0,4.0,1157098.4
6806,Ondo,Bungalow,9.0,3.0,5.0,2922663.569
682,Ondo,Flat,6.0,3.0,3.0,2211303.599
9361,Delta,Bungalow,6.0,7.0,2.0,2700929.299
10970,Bayelsa,Semi-detached duplex,6.0,4.0,4.0,3271074.103
3980,Benue,Mansion,4.0,1.0,2.0,1974792.988
2343,Kogi,Penthouse,3.0,2.0,2.0,1785141.748
12251,Enugu,Flat,5.0,2.0,1.0,1905177.583
1557,Cross River,Bungalow,5.0,1.0,1.0,1940740.165
1319,Plateau,Apartment,3.0,7.0,1.0,1250616.549
10978,Osun,Townhouse,1.0,1.0,4.0,1256253.606
7288,Kebbi,Terrace duplex,4.0,4.0,6.0,1570536.156
2812,Ondo,Flat,9.0,1.0,3.0,2870377.213
3429,Ebonyi,Townhouse,3.0,2.0,1.0,1319455.718
4590,Gombe,Townhouse,6.0,3.0,6.0,2289380.923
4472,Gombe,Bungalow,9.0,7.0,3.0,2616925.329
2303,Jigawa,Detached duplex,5.0,1.0,3.0,1649374.333
1413,Delta,Detached duplex,3.0,2.0,3.0,2281722.706
1370,Jigawa,Terrace duplex,8.0,3.0,6.0,2309088.602
1668,Ogun,Penthouse,4.0,1.0,4.0,3269685.408
11040,Osun,Townhouse,3.0,3.0,6.0,1830520.297
1656,Kwara,Mansion,5.0,2.0,4.0,2064437.933
1901,Oyo,Mansion,2.0,1.0,4.0,1746985.18
10645,Plateau,Semi-detached duplex,9.0,3.0,3.0,2647285.463
8112,Oyo,Mansion,9.0,2.0,3.0,5805274.536
1745,Imo,Semi-detached duplex,3.0,2.0,1.0,1496210.636
10264,Kwara,Mansion,9.0,2.0,3.0,4520949.214
3451,Bauchi,Terrace duplex,4.0,6.0,6.0,1268159.936
3523,Nasarawa,Terrace duplex,3.0,2.0,2.0,1469903.352
11456,Katsina,Apartment,6.0,2.0,4.0,1839797.352
2347,Bayelsa,Mansion,6.0,2.0,1.0,5647894.225
7477,Kano,Flat,2.0,4.0,2.0,1263071.174
1352,Rivers,Apartment,4.0,6.0,1.0,2057165.377
1099,Kaduna,Apartment,2.0,2.0,3.0,1016483.586
9191,Delta,Mansion,6.0,5.0,1.0,5365540.772
12679,Kogi,Townhouse,4.0,5.0,2.0,1836828.516
9644,Kano,Mansion,4.0,4.0,4.0,3228676.558
585,Kogi,Flat,3.0,2.0,3.0,1081533.042
2360,Sokoto,Bungalow,1.0,1.0,1.0,728967.0507
7964,Delta,Terrace duplex,6.0,5.0,2.0,2864478.332
2685,Plateau,Apartment,2.0,7.0,3.0,1080746.236
4985,Kaduna,Flat,8.0,2.0,4.0,2229367.811
283,Edo,Flat,4.0,2.0,2.0,1384987.719
9738,Delta,Apartment,4.0,6.0,3.0,2007287.841
11707,Delta,Terrace duplex,2.0,7.0,2.0,1975906.163
1301,Bauchi,Semi-detached duplex,3.0,2.0,3.0,1262958.883
9028,Niger,Semi-detached duplex,6.0,2.0,3.0,1962762.988
3801,Kaduna,Bungalow,6.0,2.0,3.0,1805429.992
10541,Adamawa,Flat,9.0,6.0,6.0,2627241.716
4750,Ekiti,Penthouse,2.0,7.0,1.0,2089621.87
9115,Delta,Terrace duplex,1.0,6.0,3.0,1793012.358
259,Nasarawa,Semi-detached duplex,9.0,2.0,2.0,2869248.843
5793,Kano,Bungalow,4.0,2.0,3.0,1675417.27
1450,Delta,Apartment,4.0,2.0,4.0,1859674.872
236,Kaduna,Mansion,5.0,3.0,3.0,3493018.151
12468,Niger,Bungalow,7.0,3.0,5.0,2115285.545
3508,Nasarawa,Mansion,1.0,2.0,1.0,3670473.107
603,Benue,Detached duplex,1.0,1.0,4.0,1277891.393
3191,Akwa Ibom,Apartment,9.0,2.0,5.0,2942990.089
758,Cross River,Penthouse,4.0,2.0,2.0,4328338.443
170,Zamfara,Flat,9.0,2.0,2.0,2225274.651
3492,Edo,Mansion,6.0,5.0,3.0,4686034.077
2237,Abia,Cottage,3.0,1.0,2.0,1169869.529
1884,Delta,Cottage,1.0,2.0,2.0,1525214.965
2701,Delta,Flat,2.0,2.0,1.0,1585960.127
5784,Enugu,Mansion,4.0,5.0,3.0,4686034.077
1226,Abia,Townhouse,1.0,2.0,3.0,1066649.291
761,Borno,Flat,6.0,3.0,4.0,1730160.369
1694,Nasarawa,Flat,1.0,1.0,2.0,1059578.719
3636,Kaduna,Flat,4.0,3.0,3.0,1517054.735
1936,Ondo,Bungalow,3.0,3.0,2.0,1395465.139
6882,Lagos,Apartment,2.0,6.0,3.0,2141881.792
4095,Lagos,Mansion,2.0,1.0,5.0,4968405.074
1751,Adamawa,Semi-detached duplex,2.0,2.0,3.0,1168492.765
5203,Enugu,Detached duplex,6.0,6.0,6.0,3104380.281
11948,Anambra,Detached duplex,3.0,4.0,3.0,2129033.285
2186,Yobe,Mansion,4.0,1.0,3.0,3769001.853
7223,Ekiti,Semi-detached duplex,1.0,2.0,1.0,1296413.157
2976,Adamawa,Cottage,2.0,1.0,4.0,1143405.437
3622,Delta,Cottage,3.0,2.0,3.0,1647712.747
7897,Osun,Townhouse,8.0,1.0,1.0,2737986.607
9790,Jigawa,Mansion,1.0,7.0,5.0,2257035.549
1669,Jigawa,Flat,3.0,2.0,4.0,1060114.722
2784,Ogun,Bungalow,1.0,2.0,3.0,1464386.63
374,Jigawa,Flat,4.0,1.0,4.0,1675341.877
10014,Ebonyi,Detached duplex,4.0,5.0,3.0,1601926.982
1896,Borno,Mansion,4.0,2.0,1.0,3839322.321
12042,Katsina,Apartment,1.0,2.0,2.0,826363.9314
5057,Kogi,Detached duplex,4.0,2.0,3.0,2100982.871
9823,Oyo,Semi-detached duplex,4.0,2.0,6.0,2008521.103
837,Imo,Detached duplex,1.0,2.0,1.0,1297833.322
4,Cross River,Flat,1.0,7.0,3.0,1402429.637
12810,Abia,Flat,4.0,5.0,4.0,1969077.215
6409,Kogi,Townhouse,8.0,7.0,3.0,2805328.144
1126,Nasarawa,Townhouse,5.0,1.0,1.0,1925757.516
2385,Ekiti,Detached duplex,5.0,1.0,3.0,2134441.245
9639,Abia,Terrace duplex,3.0,3.0,1.0,1314474.493
1434,Bauchi,Townhouse,5.0,2.0,3.0,1639029.497
3519,Zamfara,Penthouse,2.0,6.0,5.0,1733486.555
12018,Jigawa,Detached duplex,1.0,2.0,5.0,1147592.978
6744,Kebbi,Bungalow,5.0,5.0,3.0,1585292.02
4427,Benue,Penthouse,5.0,5.0,6.0,2665603.159
2240,Lagos,Apartment,7.0,5.0,2.0,3372445.184
905,Enugu,Townhouse,5.0,1.0,2.0,2045921.627
696,Ekiti,Penthouse,2.0,2.0,3.0,2120244.717
1916,Kwara,Terrace duplex,2.0,3.0,1.0,1310128.895
487,Kebbi,Apartment,3.0,2.0,3.0,769510.9188
7279,Enugu,Semi-detached duplex,7.0,2.0,1.0,2724449.816
7859,Bauchi,Detached duplex,4.0,4.0,3.0,2186571.153
6414,Enugu,Townhouse,4.0,3.0,6.0,2482241.577
9503,Plateau,Bungalow,3.0,4.0,4.0,1362565.276
8500,Adamawa,Townhouse,5.0,4.0,1.0,1983489.714
2144,Bayelsa,Apartment,5.0,1.0,2.0,2190453.709
2924,Kaduna,Detached duplex,1.0,2.0,2.0,1265086.712
8987,Zamfara,Detached duplex,3.0,6.0,5.0,1689714.311
1449,Lagos,Terrace duplex,5.0,1.0,1.0,5318844.339
798,Ebonyi,Flat,4.0,1.0,2.0,1306297.413
192,Rivers,Mansion,2.0,1.0,2.0,2297208.05
5694,Kano,Townhouse,2.0,2.0,1.0,1599019.786
34,Ondo,Detached duplex,4.0,5.0,5.0,1771086.867
3637,Edo,Apartment,5.0,1.0,3.0,1682321.939
2027,Benue,Cottage,1.0,1.0,4.0,711218.8502
1895,Kaduna,Apartment,2.0,2.0,2.0,997045.1937
1530,Oyo,Townhouse,7.0,5.0,3.0,3003283.001
8321,Bayelsa,Semi-detached duplex,6.0,4.0,3.0,3230083.508
9884,Abia,Mansion,6.0,6.0,1.0,3422814.919
9109,Gombe,Townhouse,4.0,3.0,2.0,1758516.385
8768,Sokoto,Flat,6.0,7.0,4.0,1839797.352
4014,Zamfara,Semi-detached duplex,4.0,5.0,2.0,1898764.87
8494,Akwa Ibom,Penthouse,7.0,2.0,6.0,4191982.448
3263,Kano,Semi-detached duplex,2.0,2.0,3.0,1338529.65
2403,Ondo,Penthouse,6.0,7.0,4.0,3548445.894
3458,Nasarawa,Apartment,4.0,5.0,6.0,1416950.981
2840,Delta,Detached duplex,3.0,4.0,4.0,2548505.156
1321,Bayelsa,Townhouse,1.0,2.0,4.0,2003349.029
6662,Bauchi,Terrace duplex,1.0,3.0,3.0,900457.7458
1358,Akwa Ibom,Penthouse,6.0,3.0,4.0,3843364.556
235,Sokoto,Semi-detached duplex,6.0,2.0,1.0,1785763.368
6894,Rivers,Terrace duplex,4.0,1.0,4.0,2374785.717
11533,Ondo,Flat,5.0,5.0,6.0,2152774.653
1019,Nasarawa,Detached duplex,5.0,5.0,3.0,2429936.303
1921,Delta,Penthouse,1.0,1.0,6.0,2227929.345
8776,Osun,Flat,7.0,3.0,4.0,2274671.128
2772,Plateau,Cottage,5.0,1.0,4.0,1179747.913
1405,Lagos,Semi-detached duplex,2.0,1.0,3.0,1741384.612
2317,Plateau,Bungalow,3.0,1.0,3.0,1129319.4
1334,Zamfara,Townhouse,2.0,1.0,1.0,1113543.238
12913,Edo,Bungalow,4.0,4.0,3.0,2468007.621
907,Zamfara,Semi-detached duplex,4.0,1.0,4.0,875269.299
9397,Kogi,Apartment,3.0,1.0,3.0,1177251.284
12957,Taraba,Townhouse,6.0,1.0,4.0,2159017.243
3069,Kwara,Semi-detached duplex,4.0,1.0,4.0,1441660.736
9732,Enugu,Townhouse,9.0,7.0,3.0,3566150.749
511,Borno,Mansion,3.0,2.0,4.0,2435751.531
2152,Sokoto,Apartment,2.0,1.0,3.0,897755.5168
1058,Kaduna,Flat,3.0,2.0,4.0,1195358.177
3171,Ondo,Flat,5.0,2.0,3.0,1811608.974
2234,Ebonyi,Cottage,4.0,1.0,3.0,1267856.586
12423,Enugu,Bungalow,4.0,7.0,6.0,2019243.746
3673,Abia,Mansion,2.0,2.0,2.0,3061550.523
7142,Taraba,Flat,9.0,2.0,5.0,2481121.686
11629,Yobe,Flat,2.0,6.0,2.0,1071555.033
2457,Akwa Ibom,Detached duplex,4.0,1.0,2.0,2575263.942
4965,Adamawa,Mansion,9.0,2.0,1.0,4496447.795
2442,Abia,Terrace duplex,2.0,3.0,4.0,1033778.374
6451,Lagos,Detached duplex,4.0,7.0,4.0,4139546.671
6151,Delta,Townhouse,4.0,4.0,3.0,2041113.733
210,Adamawa,Penthouse,7.0,2.0,6.0,3164968.723
2077,Enugu,Bungalow,7.0,3.0,3.0,2428851.556
423,Enugu,Detached duplex,3.0,2.0,2.0,2147087.435
12715,Adamawa,Townhouse,1.0,4.0,2.0,1189825.523
11466,Benue,Detached duplex,7.0,7.0,5.0,2835998.574
2094,Enugu,Terrace duplex,4.0,2.0,3.0,1742535.882
1759,Taraba,Detached duplex,4.0,1.0,2.0,1767030.668
1132,Adamawa,Cottage,1.0,1.0,3.0,736546.5299
3325,Ogun,Detached duplex,3.0,2.0,3.0,2407844.577
2094,Cross River,Flat,2.0,1.0,3.0,1488971.608
1434,Borno,Detached duplex,1.0,2.0,3.0,1072443.554
2349,Oyo,Mansion,5.0,2.0,2.0,4255993.782
12961,Lagos,Semi-detached duplex,6.0,1.0,4.0,3630196.48
4761,Taraba,Mansion,8.0,4.0,1.0,4322983.897
5554,Gombe,Detached duplex,1.0,3.0,3.0,1258771.3
11277,Adamawa,Detached duplex,1.0,2.0,3.0,1244327.98
1286,Kwara,Townhouse,1.0,4.0,1.0,1163799.749
3934,Lagos,Terrace duplex,1.0,6.0,3.0,2411530.988
3044,Sokoto,Flat,1.0,1.0,5.0,826199.5662
765,Anambra,Apartment,4.0,2.0,2.0,1484665.631
1906,Imo,Mansion,4.0,2.0,4.0,1705896.497
3223,Imo,Detached duplex,8.0,6.0,3.0,3242360.32
8338,Yobe,Bungalow,8.0,3.0,1.0,2155644.303
1416,Katsina,Townhouse,4.0,3.0,3.0,1784542.16
7076,Yobe,Flat,3.0,1.0,4.0,1140815.2
10193,Nasarawa,Apartment,6.0,4.0,2.0,1867929.468
