,ID,loc,title,bedroom,bathroom,parking_space,price,region,log_price,sqrt_price,bath_to_bed_ratio
2387,12913,Edo,Bungalow,4.0,4.0,3.0,2468007.621,South South,14.718921751928093,1570.9893764758563,1.0
2389,907,Zamfara,Semi-detached duplex,4.0,1.0,4.0,875269.299,North West,13.682286888273907,935.5582819899571,0.25
2391,9397,Kogi,Apartment,3.0,1.0,3.0,1177251.284,North Central,13.978692858782633,1085.012112374788,0.333
2392,12957,Taraba,Townhouse,6.0,1.0,4.0,2159017.243,North East,14.585163696032907,1469.3594669106672,0.167
2393,3069,Kwara,Semi-detached duplex,4.0,1.0,4.0,1441660.736,North Central,14.18130629591432,1200.6917739370083,0.25
2394,9732,Enugu,Townhouse,9.0,7.0,3.0,3566150.749,South East,15.086997350488147,1888.4254682141946,0.778
2395,511,Borno,Mansion,3.0,2.0,4.0,2435751.531,North East,14.705765903841224,1560.689440920262,0.667
2396,2152,Sokoto,Apartment,2.0,1.0,3.0,897755.5168,North West,13.707653057210077,947.4996130869922,0.5
2397,1058,Kaduna,Flat,3.0,2.0,4.0,1195358.177,North West,13.993956428144886,1093.3243695262627,0.667
2398,3171,Ondo,Flat,5.0,2.0,3.0,1811608.974,South West,14.409725944284075,1345.9602423548772,0.4
2399,2234,Ebonyi,Cottage,4.0,1.0,3.0,1267856.586,South East,14.052838305059076,1125.9913791854713,0.25
2400,12423,Enugu,Bungalow,4.0,7.0,6.0,2019243.746,South East,14.518233616110196,1421.0009662206426,1.75
2402,3673,Abia,Mansion,2.0,2.0,2.0,3061550.523,South East,14.934432052458735,1749.7286998274903,1.0
2403,7142,Taraba,Flat,9.0,2.0,5.0,2481121.686,North East,14.72422130862957,1575.1576702032087,0.222
2404,11629,Yobe,Flat,2.0,6.0,2.0,1071555.033,North East,13.884621453286139,1035.1594239536246,3.0
2406,2457,Akwa Ibom,Detached duplex,4.0,1.0,2.0,2575263.942,South South,14.7614625885746,1604.7628927664048,0.25
2407,4965,Adamawa,Mansion,9.0,2.0,1.0,4496447.795,North East,15.318798264128088,2120.4829155171233,0.222
2408,2442,Abia,Terrace duplex,2.0,3.0,4.0,1033778.374,South East,13.848730972585438,1016.74892377617,1.5
2409,6451,Lagos,Detached duplex,4.0,7.0,4.0,4139546.671,South West,15.236096840047507,2034.587592363622,1.75
2410,6151,Delta,Townhouse,4.0,4.0,3.0,2041113.733,South South,14.529006164394275,1428.6755170436709,1.0
2411,210,Adamawa,Penthouse,7.0,2.0,6.0,3164968.723,North East,14.967653731363086,1779.0358970521086,0.286
2413,2077,Enugu,Bungalow,7.0,3.0,3.0,2428851.556,South East,14.702929092901506,1558.4773196938092,0.429
2415,423,Enugu,Detached duplex,3.0,2.0,2.0,2147087.435,South East,14.579622800298125,1465.29431685242,0.667
2416,12715,Adamawa,Townhouse,1.0,4.0,2.0,1189825.523,North East,13.989317235010317,1090.7912371301852,4.0
2417,11466,Benue,Detached duplex,7.0,7.0,5.0,2835998.574,North Central,14.857904663813155,1684.0423314156922,1.0
2418,2094,Enugu,Terrace duplex,4.0,2.0,3.0,1742535.882,South East,14.37085201365731,1320.0514694510969,0.5
2420,1759,Taraba,Detached duplex,4.0,1.0,2.0,1767030.668,North East,14.384811107121791,1329.2970578467402,0.25
2422,1132,Adamawa,Cottage,1.0,1.0,3.0,736546.5299,North East,13.509727689942869,858.2228905709751,1.0
2423,3325,Ogun,Detached duplex,3.0,2.0,3.0,2407844.577,South West,14.694242538892551,1551.7230993318362,0.667
2424,2094,Cross River,Flat,2.0,1.0,3.0,1488971.608,South South,14.213596243653594,1220.234243086138,0.5
2425,1434,Borno,Detached duplex,1.0,2.0,3.0,1072443.554,North East,13.885450298096256,1035.5885061162082,2.0
2426,2349,Oyo,Mansion,5.0,2.0,2.0,4255993.782,South West,15.263838849006309,2063.006006292759,0.4
2427,12961,Lagos,Semi-detached duplex,6.0,1.0,4.0,3630196.48,South West,15.104797331497998,1905.3074502557324,0.167
2428,4761,Taraba,Mansion,8.0,4.0,1.0,4322983.897,North East,15.279456438683312,2079.1786592306107,0.5
2430,5554,Gombe,Detached duplex,1.0,3.0,3.0,1258771.3,North East,14.045646644420897,1121.9497760595168,3.0
2431,11277,Adamawa,Detached duplex,1.0,2.0,3.0,1244327.98,North East,14.03410616704952,1115.494500210557,2.0
2433,1286,Kwara,Townhouse,1.0,4.0,1.0,1163799.749,North Central,13.967200855531887,1078.7955084259481,4.0
2434,3934,Lagos,Terrace duplex,1.0,6.0,3.0,2411530.988,South West,14.695772368501904,1552.9104893714898,6.0
2435,3044,Sokoto,Flat,1.0,1.0,5.0,826199.5662,North West,13.624591628890197,908.9552058269978,1.0
2436,765,Anambra,Apartment,4.0,2.0,2.0,1484665.631,South East,14.210700140555884,1218.468559709277,0.5
2438,1906,Imo,Mansion,4.0,2.0,4.0,1705896.497,South East,14.349601335204987,1306.0997270499677,0.5
2439,3223,Imo,Detached duplex,8.0,6.0,3.0,3242360.32,South East,14.991812116372845,1800.655525079686,0.75
2440,8338,Yobe,Bungalow,8.0,3.0,1.0,2155644.303,North East,14.58360021734466,1468.2112596625868,0.375
2441,1416,Katsina,Townhouse,4.0,3.0,3.0,1784542.16,North West,14.394672447298722,1335.8675682866171,0.75
2444,7076,Yobe,Flat,3.0,1.0,4.0,1140815.2,North East,13.947253652536574,1068.089509357713,0.333
2445,10193,Nasarawa,Apartment,6.0,4.0,2.0,1867929.468,North Central,14.440341139028094,1366.7221619627012,0.667
2446,547,Edo,Terrace duplex,3.0,3.0,4.0,1598682.214,South South,14.284690231601799,1264.3900561140142,1.0
2448,9989,Ogun,Terrace duplex,6.0,2.0,1.0,2493761.85,South West,14.72930291148872,1579.1649217228705,0.333
2449,5045,Enugu,Terrace duplex,6.0,2.0,2.0,2346041.226,South East,14.668239880931182,1531.6792177215175,0.333
2450,2657,Cross River,Terrace duplex,8.0,3.0,4.0,3129200.323,South South,14.956288042014329,1768.9545847759914,0.375
2451,1494,Kogi,Bungalow,2.0,2.0,3.0,971667.6898,North Central,13.786769142065475,985.7320578128724,1.0
2452,908,Kano,Flat,1.0,2.0,4.0,1054173.551,North West,13.868267653921365,1026.7295413106608,2.0
2453,6405,Sokoto,Flat,6.0,3.0,4.0,1730160.369,North West,14.36372466102162,1315.3556055303068,0.5
2454,2252,Kwara,Apartment,4.0,2.0,5.0,1415925.423,North Central,14.163293884475946,1189.926646058487,0.5
2455,5749,Imo,Penthouse,8.0,2.0,4.0,3445219.989,South East,15.052498317865695,1856.130380388188,0.25
2456,217,Kwara,Mansion,3.0,6.0,4.0,3046104.053,North Central,14.929373972392197,1745.3091568544526,2.0
2458,4365,Benue,Semi-detached duplex,4.0,4.0,6.0,1745898.188,North Central,14.372779702112197,1321.3244067979672,1.0
2460,3563,Cross River,Penthouse,2.0,2.0,3.0,2615754.954,South South,14.77706331515338,1617.329574947543,1.0
2461,863,Imo,Semi-detached duplex,4.0,1.0,4.0,1749621.477,South East,14.374910023646583,1322.732579548867,0.25
2462,2979,Lagos,Detached duplex,9.0,6.0,6.0,6001407.118,South West,15.607504519363557,2449.776952704062,0.667
2463,11444,Ondo,Terrace duplex,9.0,3.0,2.0,3091212.224,South West,14.944073877443863,1758.1843543838058,0.333
2464,2029,Kwara,Flat,1.0,6.0,3.0,1049260.951,North Central,13.863596618120166,1024.3343941311352,6.0
2465,6863,Niger,Semi-detached duplex,4.0,2.0,2.0,1722686.317,North Central,14.359395442638652,1312.511454045259,0.5
2466,3786,Nasarawa,Detached duplex,7.0,6.0,3.0,2996027.059,North Central,14.912797655287406,1730.9035383290427,0.857
2468,238,Osun,Cottage,1.0,1.0,3.0,1209799.847,South West,14.005965488187758,1099.9090176010013,1.0
2469,2309,Ekiti,Townhouse,3.0,1.0,3.0,1503147.654,South West,14.223071903430885,1226.0292223271026,0.333
2470,12040,Kwara,Bungalow,6.0,7.0,2.0,1982874.874,North Central,14.500058306166657,1408.145899401053,1.167
2471,3917,Oyo,Penthouse,4.0,2.0,3.0,2752222.773,South West,14.827919424250418,1658.9824510825906,0.5
2473,4613,Adamawa,Mansion,1.0,5.0,4.0,2371277.03,North East,14.678939199217526,1539.8951360401136,5.0
2475,1330,Jigawa,Flat,1.0,7.0,5.0,990655.0416,North West,13.806121661493325,995.3165534642735,7.0
2476,5454,Nasarawa,Mansion,6.0,2.0,1.0,3993454.905,North Central,15.200167305176162,1998.3630563538748,0.333
2477,4772,Adamawa,Flat,5.0,3.0,3.0,1706598.037,North East,14.350012494843716,1306.3682623977054,0.6
2480,3730,Abia,Bungalow,3.0,2.0,2.0,1131788.361,South East,13.93930956001867,1063.8554229781414,0.667
2481,487,Kano,Penthouse,5.0,2.0,5.0,2848056.825,North West,14.862147503913267,1687.618684715241,0.4
2482,2269,Lagos,Townhouse,3.0,2.0,4.0,2052838.851,South West,14.534734198521782,1432.773133123315,0.667
2483,2519,Oyo,Townhouse,5.0,2.0,4.0,2248160.094,South West,14.625622703652137,1499.3865725689288,0.4
2486,2904,Ekiti,Terrace duplex,8.0,5.0,1.0,2698886.907,South West,14.808349989306748,1642.828934186393,0.625
2488,485,Abia,Flat,4.0,4.0,3.0,1241260.98,South East,14.031638340223845,1114.1189254294175,1.0
2490,7466,Adamawa,Terrace duplex,2.0,4.0,4.0,1309917.568,North East,14.085474768006621,1144.5163030730494,2.0
2491,10869,Rivers,Apartment,1.0,7.0,4.0,1536678.226,South South,14.245133648619163,1239.6282612138205,7.0
2492,5226,Akwa Ibom,Apartment,7.0,3.0,3.0,2517653.368,South South,14.738837822473977,1586.7114948849396,0.429
2493,11713,Kaduna,Penthouse,4.0,5.0,1.0,2251142.984,North West,14.626948638084784,1500.3809462933073,1.25
2494,8214,Yobe,Terrace duplex,4.0,2.0,6.0,1697014.922,North East,14.344381337342112,1302.6952529275602,0.5
2498,1510,Enugu,Apartment,2.0,1.0,4.0,1229582.338,South East,14.02218510708254,1108.8653380821315,0.5
2500,7176,Rivers,Flat,1.0,6.0,4.0,1695350.654,South South,14.343400152917123,1302.0563175224027,6.0
2502,10516,Yobe,Townhouse,4.0,7.0,2.0,2527035.692,North East,14.742557510528599,1589.6652767170829,1.75
2503,6496,Kano,Flat,4.0,5.0,5.0,1183318.125,North West,13.983833020588223,1087.8042677798244,1.25
2504,4689,Bauchi,Townhouse,3.0,6.0,4.0,1535730.145,North East,14.244516490406054,1239.2457968458073,2.0
2506,755,Sokoto,Apartment,4.0,2.0,6.0,1249784.594,North West,14.03848176962886,1117.9376521076656,0.5
2507,4252,Rivers,Penthouse,1.0,4.0,5.0,2600957.987,South South,14.771390391666731,1612.748581459615,4.0
2508,3323,Sokoto,Semi-detached duplex,5.0,2.0,3.0,1512198.206,North West,14.229074915754591,1229.7146847948104,0.4
2509,301,Kogi,Cottage,4.0,1.0,1.0,1348201.357,North Central,14.11428193392819,1161.1207331711892,0.25
2511,1837,Akwa Ibom,Mansion,3.0,1.0,1.0,2561807.612,South South,14.756223665723029,1600.5647790701883,0.333
2512,734,Gombe,Terrace duplex,3.0,1.0,4.0,1341453.355,North East,14.10926417746432,1158.2112739047225,0.333
2514,9206,Kogi,Flat,1.0,2.0,2.0,903140.9211,North Central,13.713633879027201,950.3372670268172,2.0
2515,3239,Taraba,Cottage,2.0,1.0,2.0,1131673.221,North East,13.93920782204263,1063.801307105796,0.5
2516,238,Akwa Ibom,Mansion,2.0,1.0,3.0,2435999.383,South South,14.70586765452782,1560.7688435511518,0.5
2517,2667,Akwa Ibom,Detached duplex,2.0,6.0,6.0,2487811.175,South South,14.726913835668485,1577.2796755807133,3.0
2519,8262,Abia,Terrace duplex,3.0,5.0,2.0,1334969.791,South East,14.10441922109604,1155.408928042362,1.667
2520,1873,Gombe,Townhouse,9.0,2.0,4.0,2857481.729,North East,14.865451280579917,1690.4087461321299,0.222
2521,96,Bauchi,Bungalow,4.0,2.0,5.0,2091470.242,North East,14.55337784169719,1446.1916339130164,0.5
2522,6648,Cross River,Semi-detached duplex,5.0,2.0,1.0,2397729.407,South South,14.690032767084961,1548.4603343321392,0.4
2523,972,Bauchi,Semi-detached duplex,4.0,1.0,3.0,1280609.756,North East,14.06284689434174,1131.6402944398897,0.25
2525,751,Zamfara,Terrace duplex,4.0,1.0,1.0,1117901.326,North West,13.926963669410322,1057.308529238273,0.25
2526,3114,Taraba,Mansion,5.0,2.0,3.0,4621729.664,North East,15.3462795791401,2149.8208446286867,0.4
2528,11771,Cross River,Mansion,9.0,7.0,3.0,6503234.59,South South,15.687810240320271,2550.1440331871454,0.778
2529,12642,Yobe,Penthouse,6.0,6.0,1.0,2514588.952,North East,14.73761990958985,1585.745550837208,1.0
2530,2205,Borno,Bungalow,2.0,4.0,2.0,1016736.541,North East,13.832108586406225,1008.3335465013548,2.0
2531,7766,Imo,Semi-detached duplex,7.0,3.0,4.0,2477403.106,South East,14.722721434835204,1573.9768441752883,0.429
2532,8672,Jigawa,Apartment,4.0,3.0,1.0,1534413.715,North West,14.2436589214186,1238.7145413693988,0.75
2533,915,Ogun,Cottage,5.0,2.0,3.0,1643481.349,South West,14.312327323680066,1281.9833653366957,0.4
2534,191,Sokoto,Penthouse,6.0,6.0,3.0,2633006.227,North West,14.78363680345856,1622.6540688020968,1.0
2536,5932,Ekiti,Townhouse,8.0,2.0,2.0,2899417.325,South West,14.880020352355297,1702.7675487276588,0.25
2538,708,Gombe,Flat,7.0,1.0,4.0,2031815.22,North East,14.524440148506297,1425.4175598750003,0.143
2539,4078,Akwa Ibom,Apartment,2.0,2.0,5.0,1447575.6,South South,14.185400715044729,1203.152359429179,1.0
2540,2430,Bauchi,Detached duplex,4.0,2.0,1.0,1639944.507,North East,14.310172962032768,1280.6031809268632,0.5
2541,739,Rivers,Flat,5.0,7.0,5.0,2733575.423,South South,14.82112098903458,1653.3527823788847,1.4
2543,11355,Jigawa,Penthouse,9.0,1.0,3.0,2997190.454,North West,14.91318589249458,1731.2395715209377,0.111
2545,5914,Katsina,Townhouse,6.0,3.0,1.0,2159252.05,North West,14.58527244654581,1469.4393658807428,0.5
2546,1023,Oyo,Apartment,4.0,1.0,2.0,1194320.899,South West,13.993088296456776,1092.8498977444249,0.25
2549,3410,Enugu,Terrace duplex,8.0,3.0,3.0,2928696.321,South East,14.890067940339122,1711.3434257915621,0.375
2550,3606,Edo,Cottage,5.0,2.0,4.0,2037728.732,South South,14.527346378900644,1427.4903614385632,0.4
2551,4581,Plateau,Townhouse,1.0,7.0,1.0,1281267.946,North Central,14.06336072840491,1131.9310694560866,7.0
2552,8255,Cross River,Semi-detached duplex,1.0,1.0,4.0,1374913.863,South South,14.133901642029613,1172.567210440408,1.0
2553,10156,Kaduna,Bungalow,2.0,7.0,3.0,1233878.415,North West,14.025672949419732,1110.8007989734253,3.5
2555,3774,Lagos,Cottage,2.0,2.0,3.0,4338360.593,South West,15.283007091165134,2082.8731581639818,1.0
2557,2066,Ondo,Detached duplex,5.0,2.0,2.0,2295366.937,South West,14.646403274099525,1515.0468431702038,0.4
2558,5200,Edo,Terrace duplex,6.0,5.0,3.0,2507471.944,South South,14.734785609922133,1583.499903378589,0.833
2559,759,Abia,Apartment,3.0,1.0,3.0,967604.4974,South East,13.782578705702246,983.6688962247408,0.333
2562,11975,Gombe,Flat,4.0,2.0,5.0,1631849.912,North East,14.305224844590812,1277.4388094934332,0.5
2564,3432,Oyo,Bungalow,2.0,3.0,1.0,1190161.613,South West,13.98959966511017,1090.945284145818,1.5
2565,5607,Rivers,Apartment,5.0,2.0,1.0,2195259.434,South South,14.601810790673433,1481.6407911501356,0.4
2566,3796,Bayelsa,Flat,2.0,5.0,1.0,1897290.163,South South,14.45593719610258,1377.4215632840949,2.5
2568,11134,Lagos,Townhouse,3.0,2.0,3.0,2989518.216,South West,14.910622800611176,1729.02232952614,0.667
2569,4920,Nasarawa,Terrace duplex,3.0,1.0,3.0,1540113.697,North Central,14.247366800885349,1241.0131735803614,0.333
2570,564,Jigawa,Mansion,4.0,1.0,2.0,1545913.377,North West,14.251125476158707,1243.3476492920233,0.25
2571,9829,Anambra,Mansion,4.0,3.0,2.0,3343424.028,South East,15.022505997921021,1828.503220669846,0.75
2572,973,Taraba,Apartment,4.0,2.0,4.0,1294767.935,North East,14.073842036285198,1137.8786995985117,0.5
2573,2300,Katsina,Bungalow,4.0,1.0,4.0,1076487.489,North West,13.88921397379612,1037.5391505866176,0.25
2574,1881,Plateau,Townhouse,4.0,2.0,3.0,1309640.115,North Central,14.08526293606046,1144.3950869345779,0.5
2575,4222,Ekiti,Mansion,4.0,2.0,6.0,5227706.933,South West,15.469483294962943,2286.4179261456115,0.5
2576,3475,Jigawa,Mansion,3.0,2.0,3.0,2652871.516,North West,14.791153202244898,1628.7637999415385,0.667
2577,9245,Cross River,Townhouse,3.0,1.0,1.0,1895943.634,South South,14.455227232452238,1376.9326904391514,0.333
2579,629,Anambra,Mansion,4.0,2.0,2.0,2433031.135,South East,14.704648418642266,1559.817660818084,0.5
2580,330,Adamawa,Flat,9.0,5.0,4.0,2554275.624,North East,14.753279228310955,1598.21013136571,0.556
2581,6223,Katsina,Mansion,5.0,2.0,1.0,3369618.789,North West,15.030310176939011,1835.652142700245,0.4
2582,4626,Plateau,Townhouse,8.0,3.0,1.0,2596652.332,North Central,14.769733608752802,1611.4131475199029,0.375
2583,12453,Bauchi,Terrace duplex,8.0,2.0,6.0,2278253.2,North East,14.63891956694424,1509.3883529430059,0.25
2584,1381,Osun,Apartment,4.0,1.0,4.0,1606077.718,South West,14.28930556459693,1267.3112159213301,0.25
2585,2879,Bayelsa,Bungalow,1.0,2.0,1.0,1479100.069,South South,14.20694439930945,1216.1825804541027,2.0
2586,9887,Ondo,Semi-detached duplex,8.0,4.0,5.0,2987254.314,South West,14.909865233848542,1728.3675286234695,0.5
2587,2367,Sokoto,Penthouse,5.0,4.0,5.0,2313676.708,North West,14.654348465652838,1521.077482576085,0.8
2588,614,Borno,Detached duplex,8.0,7.0,5.0,2778771.79,North East,14.837519585885218,1666.9648436604775,0.875
2589,3124,Adamawa,Terrace duplex,1.0,1.0,1.0,1038847.271,North East,13.853622263126226,1019.2385741326708,1.0
2590,2256,Zamfara,Terrace duplex,6.0,1.0,4.0,1816413.859,North West,14.412374708104155,1347.743988671439,0.167
2591,4579,Adamawa,Mansion,2.0,4.0,1.0,2445295.365,North East,14.709676477275915,1563.7440215713057,2.0
2592,8994,Bayelsa,Flat,5.0,6.0,1.0,2709184.064,South South,14.812158064126344,1645.9599217477926,1.2
2593,2689,Taraba,Cottage,5.0,2.0,1.0,1206679.752,North East,14.003383139273941,1098.4897596245494,0.4
2594,2684,Lagos,Flat,4.0,1.0,1.0,4103573.853,South West,15.227368823453006,2025.7279809984361,0.25
2597,2309,Benue,Townhouse,5.0,2.0,3.0,1851582.841,North Central,14.431551420975984,1360.7287903913843,0.4
2599,9045,Imo,Bungalow,4.0,1.0,5.0,1817446.784,South East,14.412943208181233,1348.1271394048856,0.25
2600,3618,Oyo,Flat,4.0,3.0,3.0,1784542.16,South West,14.394672447298722,1335.8675682866171,0.75
2601,902,Bauchi,Penthouse,4.0,1.0,3.0,1910099.111,North East,14.462665689252459,1382.0633527447285,0.25
2602,11691,Anambra,Flat,4.0,6.0,3.0,1928036.131,South East,14.472012494122263,1388.5374071302508,1.5
2604,339,Osun,Flat,2.0,1.0,3.0,1154960.319,South West,13.9595765455037,1074.6908015796914,0.5
2606,1924,Ekiti,Cottage,4.0,1.0,1.0,1200701.415,South West,13.998416456497335,1095.7652189223747,0.25
2607,3104,Rivers,Semi-detached duplex,2.0,6.0,1.0,2032356.124,South South,14.524706330198658,1425.6072825290983,3.0
2608,8207,Kano,Terrace duplex,7.0,4.0,3.0,2490697.525,North West,14.72807335973375,1578.1943875834813,0.571
2609,6218,Yobe,Flat,3.0,2.0,3.0,1150006.404,North East,13.95527806901958,1072.3835153526,0.667
2611,1839,Akwa Ibom,Terrace duplex,3.0,5.0,6.0,2253068.42,South South,14.627803587350963,1501.022458193081,1.667
2612,3193,Gombe,Mansion,4.0,2.0,6.0,3783337.808,North East,15.146117195954155,1945.0804117053876,0.5
2613,5704,Taraba,Terrace duplex,2.0,5.0,2.0,1298311.633,North East,14.076575234486898,1139.4347866376556,2.5
2615,12030,Niger,Townhouse,9.0,6.0,6.0,3066157.541,North Central,14.93593572032931,1751.0446998863279,0.667
2617,12249,Anambra,Townhouse,3.0,7.0,6.0,2202315.483,South East,14.605019857119602,1484.0200413067203,2.333
2618,6335,Gombe,Flat,3.0,5.0,5.0,1414710.749,North East,14.16243565049549,1189.416137859244,1.667
2620,3343,Borno,Cottage,4.0,2.0,4.0,1402281.575,North East,14.153611164499848,1184.1797055345949,0.5
2621,679,Akwa Ibom,Bungalow,5.0,4.0,2.0,2322749.327,South South,14.658262096760755,1524.056864752756,0.8
2623,12562,Abia,Bungalow,6.0,3.0,3.0,1784978.86,South East,14.39491712998849,1336.0310101191515,0.5
2625,8381,Katsina,Mansion,6.0,2.0,3.0,3858180.466,North West,15.16570624844037,1964.2251566457446,0.333
2627,9770,Kaduna,Detached duplex,8.0,5.0,2.0,2894972.366,North West,14.878486123520531,1701.4618320726445,0.625
2628,5250,Taraba,Townhouse,9.0,6.0,6.0,3066157.541,North East,14.93593572032931,1751.0446998863279,0.667
2629,11627,Jigawa,Mansion,8.0,3.0,3.0,3855927.921,North West,15.16512224185114,1963.6516801612245,0.375
2630,5676,Imo,Terrace duplex,7.0,6.0,6.0,2649041.849,South East,14.789708566166414,1627.5877392632324,0.857
2631,1455,Lagos,Terrace duplex,2.0,2.0,5.0,2509691.182,South West,14.735670268478772,1584.2004866809,1.0
2632,1245,Lagos,Apartment,1.0,2.0,3.0,3300437.396,South West,15.00956556189592,1816.7105977562856,2.0
2633,12632,Anambra,Semi-detached duplex,6.0,7.0,6.0,2683410.08,South East,14.802598961559864,1638.111742220292,1.167
2634,1947,Nasarawa,Bungalow,2.0,3.0,4.0,1266395.11,North Central,14.051684926202256,1125.3422190604954,1.5
2635,611,Adamawa,Townhouse,2.0,2.0,1.0,1289638.413,North East,14.069872437046467,1135.6224782030338,1.0
2636,7689,Lagos,Penthouse,5.0,4.0,3.0,4985577.294,South West,15.42205976089171,2232.840633363698,0.8
2637,8561,Borno,Mansion,6.0,1.0,3.0,3183865.825,North East,14.973606684669033,1784.3390442962348,0.167
2638,7010,Jigawa,Detached duplex,1.0,2.0,3.0,1172868.788,North West,13.974963261191242,1082.9906684731868,2.0
2639,3793,Nasarawa,Apartment,1.0,2.0,2.0,919619.3936,North Central,13.731715160817995,958.9678793369462,2.0
2640,2773,Cross River,Apartment,3.0,2.0,2.0,1426126.322,South South,14.170472460885707,1194.2053098190445,0.667
2642,1444,Nasarawa,Apartment,3.0,2.0,3.0,1198820.328,North Central,13.996848571237834,1094.9065384771432,0.667
2643,12163,Kebbi,Townhouse,8.0,2.0,6.0,2446818.117,North West,14.71029901068802,1564.2308387830742,0.25
2647,6858,Ondo,Detached duplex,4.0,3.0,2.0,3059079.71,South West,14.933624680328691,1749.022501284646,0.75
2648,4570,Osun,Detached duplex,5.0,1.0,3.0,2268320.674,South West,14.634550324487622,1506.0945103146748,0.2
2652,3913,Imo,Detached duplex,5.0,7.0,2.0,2526847.565,South East,14.742483062034037,1589.6061037250706,1.4
2653,7,Imo,Apartment,9.0,3.0,2.0,2425322.082,South East,14.701474890853868,1557.3445611039324,0.333
2654,12842,Kogi,Townhouse,4.0,7.0,2.0,1915140.648,North Central,14.46530162333071,1383.8860675648123,1.75
2655,8348,Kogi,Semi-detached duplex,4.0,2.0,5.0,1651994.073,North Central,14.317493645284227,1285.2992153580426,0.5
2656,1676,Plateau,Penthouse,5.0,2.0,3.0,2511316.969,North Central,14.736317862351527,1584.7135290013775,0.4
2657,9942,Yobe,Penthouse,9.0,1.0,5.0,3115607.729,North East,14.951934788766925,1765.1084184831252,0.111
2658,6097,Zamfara,Flat,4.0,3.0,2.0,1333862.051,North West,14.103589090065542,1154.9294571531198,0.75
2659,6872,Ebonyi,Apartment,1.0,4.0,2.0,755757.9096,South East,13.535476378481745,869.3433784184475,4.0
2660,348,Imo,Flat,3.0,1.0,1.0,1333829.551,South East,14.10356472443049,1154.915386943996,0.333
2661,421,Ebonyi,Bungalow,8.0,6.0,5.0,2201107.225,South East,14.604471075814493,1483.6128959401776,0.75
2662,6993,Kebbi,Mansion,4.0,6.0,3.0,4094486.648,North West,15.22515190672724,2023.4837899029485,1.5
2665,11658,Oyo,Terrace duplex,9.0,6.0,1.0,3194084.949,South West,14.976811203834224,1787.2003102618353,0.667
2667,1150,Niger,Terrace duplex,5.0,2.0,2.0,1663195.064,North Central,14.324251047748568,1289.6492019150014,0.4
2669,5466,Osun,Townhouse,1.0,5.0,5.0,1461734.897,South West,14.195134573848401,1209.022289703544,5.0
2670,3795,Cross River,Cottage,4.0,1.0,3.0,1955873.32,South South,14.486347362653392,1398.5254091363518,0.25
2671,697,Enugu,Townhouse,1.0,1.0,3.0,1362705.449,South East,14.124982582409011,1167.349754358136,1.0
2672,5928,Cross River,Mansion,8.0,1.0,5.0,5623748.181,South South,15.542508935687811,2371.444323824618,0.125
2673,266,Yobe,Flat,4.0,3.0,5.0,1388516.177,North East,14.143746236363318,1178.3531631051871,0.75
2675,3535,Adamawa,Apartment,2.0,4.0,6.0,1089608.71,North East,13.901329208104613,1043.8432401467185,2.0
2676,8462,Cross River,Flat,8.0,4.0,6.0,2966414.103,South South,14.902864408589945,1722.3281055013879,0.5
2677,1754,Cross River,Townhouse,2.0,6.0,4.0,2027365.987,South South,14.522247965129946,1423.856027483116,3.0
2678,8481,Osun,Flat,3.0,4.0,3.0,1478664.418,South West,14.206649818043724,1216.0034613437579,1.333
2679,2345,Yobe,Mansion,3.0,1.0,4.0,3200495.315,North East,14.978816141729348,1788.9928213942055,0.333
2681,6589,Kogi,Semi-detached duplex,4.0,2.0,3.0,2009609.383,North Central,14.513450924333492,1417.6069211879576,0.5
2682,9659,Kogi,Flat,5.0,4.0,3.0,1779564.129,North Central,14.39187902093407,1334.0030468480948,0.8
2683,1279,Enugu,Penthouse,3.0,2.0,4.0,2326419.18,South East,14.659840810785289,1525.2603646590965,0.667
2684,3338,Kebbi,Semi-detached duplex,5.0,1.0,3.0,1097140.31,North West,13.908217634451264,1047.4446572492507,0.2
2686,7980,Kwara,Apartment,3.0,2.0,3.0,1168224.446,North Central,13.970995586580662,1080.8443208899234,0.667
2687,5604,Sokoto,Apartment,6.0,2.0,2.0,1526371.411,North West,14.23840384980998,1235.464046826131,0.333
2688,9460,Kaduna,Townhouse,1.0,7.0,4.0,1359345.269,North West,14.122513721939551,1165.909631575278,7.0
2689,4356,Kogi,Bungalow,7.0,7.0,3.0,2198943.715,North Central,14.603487673483992,1482.883581067644,1.0
2690,7610,Ogun,Townhouse,4.0,1.0,4.0,2763611.45,South West,14.832048878734815,1662.4113359815615,0.25
2691,2638,Enugu,Cottage,2.0,1.0,1.0,1461153.188,South East,14.1947365367079,1208.7816957581713,0.5
2692,1385,Kwara,Townhouse,4.0,2.0,2.0,1649245.052,North Central,14.315828196929033,1284.2293611345287,0.5
2693,2633,Anambra,Penthouse,2.0,1.0,2.0,2208315.089,South East,14.607740379549417,1486.0400697827768,0.5
2695,6108,Anambra,Apartment,7.0,2.0,3.0,2172585.467,South East,14.591428475739125,1473.9692897072177,0.286
2697,806,Enugu,Flat,5.0,1.0,4.0,1729943.868,South East,14.363599519704797,1315.2733054388355,0.2
2698,1008,Ondo,Terrace duplex,2.0,1.0,1.0,1354321.004,South West,14.1188107826423,1163.7529823807113,0.5
2700,10576,Borno,Apartment,9.0,5.0,3.0,2128011.892,North East,14.570698717773922,1458.7706783452977,0.556
